scrubbed_species_binomial,trait_name,trait_value,unit,method,latitude,longitude,elevation_m,url_source,project_pi,project_pi_contact,access,id
Phragmites australis,leaf nitrogen content per leaf dry mass,39.9,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571107
Phragmites australis,leaf carbon content per leaf dry mass,455.9,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571324
Phragmites australis,leaf nitrogen content per leaf dry mass,44.9,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.77,-93.29,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571466
Phragmites australis,whole plant height,1,m,actual measurement (following LEDA data standards) - maximum height,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939343
Phragmites australis,leaf nitrogen content per leaf dry mass,29.3,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571104
Phragmites australis,leaf carbon content per leaf dry mass,435.9,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571319
Phragmites australis,leaf carbon content per leaf dry mass,441.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571616
Phragmites australis,leaf nitrogen content per leaf dry mass,27.5,mg.g-1,"the Kjeldahl method (Fiske & Subbarow, 1925)",41.03,113.07,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15757454
Phragmites australis,leaf carbon content per leaf nitrogen content,16.68,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571795
Phragmites australis,leaf carbon content per leaf nitrogen content,14.51,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572139
Phragmites australis,leaf carbon content per leaf nitrogen content,13.05,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.88,-93.07,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571819
Phragmites australis,leaf dry mass,0.23608,g,actual measurement,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15938711
Phragmites australis,leaf carbon content per leaf dry mass,449.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571322
Phragmites australis,leaf nitrogen content per leaf dry mass,38.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570962
Phragmites australis,leaf nitrogen content per leaf dry mass,35.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571114
Phragmites australis,leaf nitrogen content per leaf dry mass,35.2,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571314
Phragmites australis,leaf carbon content per leaf dry mass,457,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571654
Phragmites australis,leaf carbon content per leaf nitrogen content,13.61,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,43.36,-70.48,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571760
Phragmites australis,leaf dry mass per leaf fresh mass,437.61,mg.g-1,laboratory/greenhouse/garden experiment; rehydration status unknown,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939715
Phragmites australis,leaf carbon content per leaf nitrogen content,12.35,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.13,-89.23,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571507
Phragmites australis,leaf carbon content per leaf dry mass,447.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571641
Phragmites australis,leaf carbon content per leaf nitrogen content,17.83,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571723
Phragmites australis,leaf nitrogen content per leaf dry mass,18.1,mg.g-1,"the Kjeldahl method (Fiske & Subbarow, 1925)",37.5,94.5,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15761130
Phragmites australis,leaf nitrogen content per leaf dry mass,30.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571315
Phragmites australis,leaf carbon content per leaf nitrogen content,13.41,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,33.35,-79.26,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571814
Phragmites australis,leaf nitrogen content per leaf dry mass,23.7,mg.g-1,"the Kjeldahl method (Fiske & Subbarow, 1925)",34.77,114.38,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15814532
Phragmites australis,leaf carbon content per leaf nitrogen content,16.89,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.68,-92.81,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571500
Phragmites australis,leaf area per leaf dry mass,15.9,m2.kg-1,area/dry mass (Cornelissen et al. 2003),NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939698
Phragmites australis,leaf nitrogen content per leaf dry mass,28.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570883
Phragmites australis,leaf carbon content per leaf nitrogen content,15.25,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.77,-93.29,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571827
Phragmites australis,leaf area per leaf dry mass,23.86871363,m2.kg-1,"Leaf area was measured with a leaf area meter (LI-3100C; LI-COR, DMP Ltd, Fehraltorf, Switzerland) and divided by leaf dry mass to calculate SLA.",NA,NA,NA,http://datadryad.org/resource/doi:10.5061/dryad.p3057,DostÃ¡l P,petr.dostal@ibot.cas.cz,public,15875028
Phragmites australis,leaf nitrogen content per leaf dry mass,27,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571455
Phragmites australis,leaf carbon content per leaf dry mass,460.2,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.68,-92.81,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571629
